user_id,email,first_name,last_name,phone_number,date_of_birth,address,city,state,country,postal_code,policy_number,policy_type,policy_start_date,policy_end_date,premium_amount,coverage_amount,account_created_at,account_age_days,account_status,is_verified,risk_category,claim_frequency,fraud_propensity,total_claims_count,total_claims_amount,fraud_flags_count
2181eb0c-8ac0-413d-aece-d24a4fbdb27d,user0010@example.com,Jacqueline,Matthews,871-640-2503x85762,1979-11-11,638 Berry Trace,Los Angeles,CA,USA,98628,POL-000010,auto,2023-05-25,2024-05-24,4720.68,262366.11,2023-05-25,966,active,True,medium,medium,0.15770574352840547,16,100126.0,4
d5ff6198-2611-45a0-a522-92a2275208b5,user0011@example.com,Anita,Williams,(835)785-3010x1278,1954-11-30,48527 Bell Lane,San Jose,CA,USA,62740,POL-000011,auto,2023-01-27,2024-01-27,2733.01,239134.79,2023-01-27,1084,active,True,medium,medium,0.12219764500103879,19,29352.86,2
1ab5b1df-b61d-4eb5-b079-7d5e98b8f7fe,user0012@example.com,Javier,Murphy,(603)863-4443,1979-07-17,331 Emily Drive Apt. 357,Madison,WI,USA,89581,POL-000012,auto,2021-04-13,2023-04-13,2749.03,218161.09,2021-04-13,1738,active,True,high,high,0.3587180462437579,20,45532.4,11
844f08fb-daa8-4e2d-a924-2b11c417c3c4,user0013@example.com,Thomas,Kirby,9738174457,1960-01-29,63678 Horton Pass Suite 747,Boston,MA,USA,49565,POL-000013,auto,2023-02-22,2025-02-21,5894.64,236407.08,2023-02-22,1058,active,True,medium,medium,0.17325204005007677,15,37978.59,1
718778d7-6aae-493b-b4e2-5382ba7495cf,user0014@example.com,Gabrielle,Santos,885-929-5377x4037,1974-05-23,0420 Fisher Knoll Apt. 497,San Diego,CA,USA,46472,POL-000014,auto,2024-02-07,2025-02-06,5424.06,232480.88,2024-02-07,708,active,True,high,high,0.25925118754314364,22,47708.92,7
82fc7261-06bb-4844-be8f-3afb7db6b5e6,user0015@example.com,Christopher,Stewart,733.809.9000x9406,1970-10-01,44538 Pena Manors,St. Louis,MO,USA,48402,POL-000015,home,2022-01-13,2024-01-13,4733.28,589725.78,2022-01-13,1463,active,True,low,low,0.04759890018068605,10,16732.91,0
363ab00c-4e23-4a4d-b49c-038eca925935,user0016@example.com,Stephanie,Mcintyre,+1-526-660-0047x09110,1983-12-18,1199 Bass Common Apt. 815,Jacksonville,FL,USA,66349,POL-000016,auto,2022-04-08,2023-04-08,2754.65,271389.86,2022-04-08,1378,active,True,low,low,0.07294455118662731,10,29607.059999999998,0
b28c1b66-dbfd-41f9-b005-1854b6ccb142,user0017@example.com,Suzanne,Cobb,966-214-4776x186,1966-04-26,966 Kelley Drive Apt. 525,Columbus,OH,USA,53469,POL-000017,health,2022-02-10,2024-02-10,16699.38,556976.94,2022-02-10,1435,active,True,low,low,0.026608536975137986,8,42805.81,0
49708618-c70d-48fe-a5f7-cccb0ca26255,user0018@example.com,Caroline,Brooks,291.742.3302x92764,1966-03-06,398 Thompson Drives Apt. 405,Atlanta,GA,USA,09313,POL-000018,auto,2022-10-02,2023-10-02,1588.91,140024.91,2022-10-02,1201,active,True,low,low,0.03540980226351111,8,15831.730000000001,1
b7412a93-a22c-4baf-8f39-d79b2b84d765,user0019@example.com,Christopher,Price,3476473389,1976-05-10,47442 Jacob Rest Suite 410,Atlanta,GA,USA,98320,POL-000019,auto,2022-02-12,2023-02-12,3009.45,299962.31,2022-02-12,1433,active,True,low,low,0.05832035816722432,15,43278.56,0
fc77a445-6251-42f6-a2dc-af0c2752afab,user0020@example.com,Garrett,Bowen,373.551.8664x77413,2003-04-28,302 Palmer Flat,Boston,MA,USA,35567,POL-000020,auto,2025-05-28,2027-05-28,5533.88,288765.8,2025-05-28,232,active,True,high,high,0.2501902115373235,21,69049.05,7
f628abb3-9462-419b-a1dc-aac3451cff57,user0021@example.com,Tara,Barton,+1-315-939-8852,1981-12-17,9909 Mccarthy Springs Apt. 286,Columbus,OH,USA,43793,POL-000021,auto,2025-07-16,2027-07-16,5779.49,241819.79,2025-07-16,183,active,True,low,low,0.049021449388807634,7,17630.7,0
d2edb3bb-7be5-4ede-9439-5a2199fb19a6,user0022@example.com,April,Eaton,367-559-2383,1968-01-30,003 Lori Way,Long Beach,CA,USA,50987,POL-000022,health,2022-11-04,2023-11-04,30461.1,899877.24,2022-11-04,1168,active,True,medium,medium,0.1394822671119629,7,35602.869999999995,0
d02dbe18-6c2f-464a-af79-439215740a5a,user0023@example.com,David,Lawson,(242)319-5973,1960-02-05,73411 Cummings Corners Apt. 315,Kansas City,MO,USA,84533,POL-000023,auto,2021-12-25,2023-12-25,3328.4,180048.65,2021-12-25,1482,active,True,low,low,0.020918635197614326,7,10951.12,0
2a181929-d5ed-43b4-a8f9-fb3bcd118c0a,user0024@example.com,James,Brown,953-903-0440,1980-12-10,96598 Alvarado Island,Chandler,AZ,USA,42413,POL-000024,home,2022-10-26,2024-10-25,6028.56,685621.73,2022-10-26,1177,active,True,low,low,0.02283349258968529,5,14386.37,0
9268815b-bc37-419b-9235-0d4ba5ba3dda,user0025@example.com,Judith,Zimmerman,345.441.8299,1973-08-15,2064 Sarah Street Apt. 061,Phoenix,AZ,USA,91566,POL-000025,auto,2023-04-27,2024-04-26,2434.44,138732.8,2023-04-27,994,active,True,high,high,0.32399212410078404,21,29938.51,8
24578b68-edee-4c1b-9fc9-c6f55860723c,user0026@example.com,Tina,James,+1-410-808-2242x168,1997-11-04,17562 Houston Port,Atlanta,GA,USA,50499,POL-000026,auto,2024-10-11,2025-10-11,3629.75,293019.83,2024-10-11,461,active,True,low,low,0.041249251805569695,9,11086.18,1
5999ac11-215b-418c-8d32-43536d311909,user0027@example.com,Anthony,Lee,479-410-0593x257,1982-01-05,32200 Durham Grove Suite 972,Dallas,TX,USA,33804,POL-000027,health,2025-10-23,2027-10-23,7178.96,293961.57,2025-10-23,84,active,True,low,low,0.06375265691005119,6,10463.73,1
6d26a378-b989-4d1f-86e3-9e7b73431f6e,user0028@example.com,Angela,Crosby,(295)414-5205,2003-01-09,60480 Lacey Village Apt. 406,Nashville,TN,USA,47505,POL-000028,auto,2025-01-23,2026-01-23,984.15,96881.81,2025-01-23,357,active,True,low,low,0.025485576131702554,5,13871.29,0
a8aa65bf-23d6-47da-a32f-05b66446a060,user0029@example.com,Olivia,Baker,(895)609-0418x9856,1961-11-19,5562 Zachary Overpass,Seattle,WA,USA,70079,POL-000029,auto,2025-04-09,2026-04-09,1548.16,131936.81,2025-04-09,281,active,True,high,high,0.3082946418410654,24,86869.06,8
ddd99d38-5227-4ece-a25d-1babf1dd38ed,user0030@example.com,William,Luna,(256)399-3136x0622,2007-08-04,604 Rivas Harbor,Miami,FL,USA,87717,POL-000030,health,2023-07-31,2024-07-30,37342.93,991673.93,2023-07-31,899,active,True,high,high,0.3209485890547229,19,96084.13,5
66c38ea8-0f27-4696-8427-20b6f2007083,user0031@example.com,Rachel,Miller,001-690-738-0351,1992-05-15,944 Brianna Terrace,Atlanta,GA,USA,16496,POL-000031,home,2024-10-20,2026-10-20,4086.32,741816.72,2024-10-20,452,active,True,low,low,0.07181340817989858,6,7213.4,0
914e0ee7-4f06-4f0b-8b78-7a0ff6028c56,user0032@example.com,Lisa,Simon,(534)272-8395x167,1997-08-08,326 Smith Point Suite 886,Fresno,CA,USA,82655,POL-000032,auto,2022-05-03,2024-05-02,3098.62,282093.14,2022-05-03,1353,active,True,medium,medium,0.16395294656487716,13,45568.729999999996,2
c482e1a0-38e9-4a21-8ff3-790fa728d656,user0033@example.com,Kayla,Davenport,562-492-5822x82801,1964-04-11,68856 Maldonado Village,Atlanta,GA,USA,55866,POL-000033,auto,2023-09-06,2024-09-05,3197.59,141141.61,2023-09-06,862,active,True,medium,medium,0.13559542151761278,11,33450.7,3
60455705-f199-4359-b7c7-48876bea21d3,user0034@example.com,Robert,Simpson,6967458374,1998-03-26,2135 Christopher Neck Suite 559,Phoenix,AZ,USA,82880,POL-000034,health,2023-06-18,2024-06-17,17925.43,742246.63,2023-06-18,942,active,True,low,low,0.054128764186032366,8,17855.48,1
c04b1d82-e352-49dc-8f32-ff529f15866a,user0035@example.com,Wesley,Dean,787-341-1486x267,1998-09-14,976 Cook Grove,San Antonio,TX,USA,80864,POL-000035,life,2021-10-30,2022-10-30,6850.46,959208.69,2021-10-30,1538,active,True,low,low,0.043366080804660395,5,4316.21,0
77da7536-6984-4da5-b65f-88cc1918a438,user0036@example.com,Kristin,Jones,(264)519-6789x630,1970-05-24,16301 Johnston Run,Atlanta,GA,USA,84295,POL-000036,health,2023-01-25,2025-01-24,24117.72,893125.61,2023-01-25,1086,active,True,low,low,0.024995459483037927,7,30644.420000000002,0
468369b2-3703-406f-9d9c-00dbf5d2db8c,user0037@example.com,Sandra,Thomas,648.834.9276x68098,1988-01-09,80403 Renee Plaza,Mesa,AZ,USA,01157,POL-000037,health,2021-10-24,2023-10-24,14804.82,498389.36,2021-10-24,1544,active,True,low,low,0.0666745644049122,6,13794.33,1
594be33b-8aa7-44f8-a91c-1aebda9f72a2,user0038@example.com,Melissa,Harrell,835.286.6715x544,1970-01-19,0967 Velazquez Views,Indianapolis,IN,USA,53309,POL-000038,auto,2021-05-25,2022-05-25,2537.32,141835.13,2021-05-25,1696,active,True,low,low,0.06852796667006904,7,10300.650000000001,0
8d395ef3-c3b5-473d-b34f-08549ebe92ef,user0039@example.com,Devin,Taylor,+1-853-964-9911x9285,1992-11-22,502 Natasha Knolls,Baltimore,MD,USA,42572,POL-000039,health,2024-03-14,2025-03-14,8750.92,342495.5,2024-03-14,672,active,True,low,low,0.07600478762140729,5,12424.0,0
68c900ee-6ba3-43f5-b118-6dca49f97fa0,user0040@example.com,Melissa,Banks,+1-438-830-7755x82126,1965-02-09,7844 Smith Points Apt. 751,New York,NY,USA,87834,POL-000040,home,2024-08-25,2026-08-25,2432.76,217579.67,2024-08-25,508,active,True,low,low,0.05057053239345211,10,53954.31,1
f9df980a-5cd2-4a0f-9035-46ca3fd22297,user0041@example.com,Anna,Hudson,498-617-7551,1967-05-18,253 Ruben Harbor Apt. 838,Jacksonville,FL,USA,84923,POL-000041,auto,2024-12-10,2026-12-10,2385.72,98334.81,2024-12-10,401,active,True,low,low,0.044521973736256035,6,14273.1,0
fe52f105-7ec8-412a-9288-5c62916df8a2,user0042@example.com,Ashley,Nelson,665.565.9070x554,1987-01-30,68771 Heath Union Apt. 209,Detroit,MI,USA,35317,POL-000042,auto,2022-09-20,2024-09-19,4143.69,229295.36,2022-09-20,1213,active,True,low,low,0.050522359052976,13,14912.74,1
52befcb7-212f-40d8-846b-4d765e027f6d,user0043@example.com,Michele,Brown,(334)315-3597x7100,2005-02-14,7349 Allen Cliffs Suite 872,Madison,WI,USA,23169,POL-000043,auto,2024-11-15,2025-11-15,1648.52,97483.69,2024-11-15,426,active,True,medium,medium,0.14290238896895527,13,36889.42,2
a1c64504-194d-4862-ae0c-a12139abe247,user0044@example.com,Michael,Hayden,964-513-5474x16855,1985-12-22,32855 Tran Village Suite 794,Miami,FL,USA,64437,POL-000044,health,2022-10-19,2023-10-19,23876.07,842065.36,2022-10-19,1184,active,True,medium,medium,0.12584680728209202,17,163507.08,3
c4386171-a202-406f-87c6-4912f42ef250,user0045@example.com,Walter,Valdez,(202)684-1362x3347,1951-02-05,6971 Blair Park,Lincoln,NE,USA,88245,POL-000045,home,2022-11-06,2023-11-06,3175.26,625842.25,2022-11-06,1166,active,True,high,high,0.32773085982737815,19,72569.67,7
3749c786-f514-4ffc-9fed-16b0da5470fe,user0046@example.com,Jennifer,Roman,001-934-618-5595x083,1971-08-31,17039 Garcia Club Suite 590,Lincoln,NE,USA,86884,POL-000046,life,2023-12-27,2024-12-26,13381.55,1127050.08,2023-12-27,750,active,True,high,high,0.3917525641372741,12,11477.119999999999,6
b543c3dc-d8b5-44e7-bad2-08cdfd0fc578,user0047@example.com,Katherine,Gonzales,8674949078,2004-10-19,1621 Lane Tunnel Apt. 896,Memphis,TN,USA,58850,POL-000047,home,2025-04-08,2027-04-08,3337.55,344147.01,2025-04-08,282,active,True,low,low,0.0473279343203817,4,6997.52,0
cf5ec262-7475-4fbd-b7ce-201410a59ac6,user0048@example.com,John,Bolton,(573)655-8960x70722,1995-03-24,51390 Joseph Causeway,Dallas,TX,USA,79616,POL-000048,auto,2023-01-17,2024-01-17,3950.16,175929.86,2023-01-17,1094,active,True,low,low,0.05984073368405614,4,17448.83,0
4e613985-11d3-4174-a7fb-4b0f345e263d,user0049@example.com,Meredith,Martin,+1-649-236-6357x9671,1961-05-29,073 Schroeder Mews,Milwaukee,WI,USA,48310,POL-000049,life,2023-05-18,2024-05-17,2783.12,497761.96,2023-05-18,973,active,True,high,high,0.36119630625261434,24,16927.14,4
24a50284-2a43-46e4-b84f-f253a348a80f,user0050@example.com,Eric,Holloway,825.326.3794x12886,1955-03-03,232 Joseph Shoals,Sacramento,CA,USA,22310,POL-000050,health,2023-11-03,2024-11-02,19599.4,640481.29,2023-11-03,804,active,True,high,high,0.25417615768938795,24,189536.22,5
7d0b6bc1-e473-4c86-89e7-89fd91c100ff,user0051@example.com,Erik,Gray,897-789-2594,1976-03-23,465 Henry Spur Suite 441,Cincinnati,OH,USA,14837,POL-000051,home,2022-08-25,2024-08-24,6640.04,534351.1,2022-08-25,1239,active,True,low,low,0.036786015853222456,7,5947.41,0
bea12d72-ce28-45cd-a1ea-66fa4286082e,user0052@example.com,Laura,Watts,+1-351-536-7380x52038,1975-10-28,418 Atkins Common Suite 622,Stockton,CA,USA,04158,POL-000052,home,2023-08-22,2025-08-21,7758.26,650096.5,2023-08-22,877,active,True,low,low,0.07943856423033074,7,29204.43,1
6decfca7-5455-4fd8-89b2-e26809d93e49,user0053@example.com,Jose,Boyd,435.540.1127,2002-11-25,08764 Velez Cape,Baltimore,MD,USA,96486,POL-000053,auto,2025-10-07,2027-10-07,3660.13,160150.78,2025-10-07,100,active,True,low,low,0.06105254451130919,7,19515.920000000002,1
9864be24-299a-4411-93a7-1defeafc195d,user0054@example.com,Victoria,Stanley,961.383.7629x5076,1986-12-15,72048 Hoffman Shoals,Chandler,AZ,USA,39796,POL-000054,auto,2023-11-26,2024-11-25,4064.86,272149.82,2023-11-26,781,active,True,high,high,0.29718814501211,19,44123.54,5
b6a938a2-cb32-4fcd-81a8-7056a88bac94,user0055@example.com,Peter,Andrews,8329645649,1967-05-09,0539 Paul Glen,Dallas,TX,USA,75097,POL-000055,auto,2021-07-21,2022-07-21,3154.42,138057.74,2021-07-21,1639,active,True,high,high,0.30940817161532,25,53034.12,13
cbcb7edf-6da5-4b1f-b36a-c216c2db3bb0,user0056@example.com,Anne,Mckinney,703.342.5197x0181,1960-12-06,670 Ramirez Crest,Arlington,TX,USA,44031,POL-000056,auto,2021-03-15,2022-03-15,5975.57,278854.05,2021-03-15,1767,active,True,low,low,0.050306933344640384,8,12739.4,1
797829d0-de12-4f8e-93dd-4a1a8303625f,user0057@example.com,Carl,Wright,(925)726-0221x6908,1996-01-05,93358 Katelyn Views,San Francisco,CA,USA,39566,POL-000057,auto,2025-08-25,2027-08-25,2270.47,196687.03,2025-08-25,143,active,True,low,low,0.0638078112665855,8,23225.079999999998,1
5509ad9c-8b19-4edd-a826-2077cc12a727,user0058@example.com,Mary,Fowler,7656735174,1971-12-05,510 Jessica Hollow,Jacksonville,FL,USA,06672,POL-000058,home,2021-12-30,2022-12-30,3809.55,308524.71,2021-12-30,1477,active,True,medium,medium,0.14017151646711548,16,111230.88,3
65bc51c4-a4a7-448b-9cfa-4785160db18f,user0059@example.com,Kathy,Hernandez,+1-933-219-5589,2004-01-29,717 Miller Oval Apt. 305,San Francisco,CA,USA,54346,POL-000059,home,2025-07-28,2027-07-28,3268.11,531622.33,2025-07-28,171,active,True,medium,medium,0.13009101264129216,8,7008.24,2
8bd67588-197e-4532-a35b-867357c2ff75,user0060@example.com,Rebecca,Barry,712-546-0516x4838,1963-11-27,418 Gallagher Lodge Suite 760,Cincinnati,OH,USA,01731,POL-000060,auto,2023-07-16,2025-07-15,2419.52,230709.8,2023-07-16,914,active,True,low,low,0.055716610466243266,6,14156.56,0
f14209e4-a3d9-4e09-bb99-4b74aae2400b,user0061@example.com,Jeffrey,Nguyen,+1-897-931-7303x3249,1969-05-16,5104 Prince Walks Apt. 947,San Antonio,TX,USA,95575,POL-000061,home,2022-12-23,2024-12-22,2504.71,238160.86,2022-12-23,1119,active,True,high,high,0.37616442559241525,17,39028.45,4
cda47a96-2f23-42ec-8c80-1216bd83aae9,user0062@example.com,Megan,Weaver,(660)954-2707x995,1974-01-09,10797 Parker Mission,Chicago,IL,USA,47956,POL-000062,auto,2025-01-17,2026-01-17,3560.28,276663.32,2025-01-17,363,active,True,low,low,0.0569257349019756,4,4917.52,1
ade8044a-b38d-4c3a-870f-4c93e3bb9072,user0063@example.com,Julia,Barnes,728.697.2269x348,2004-09-30,90984 Rice Keys,San Jose,CA,USA,97709,POL-000063,auto,2022-06-27,2023-06-27,2360.03,116307.13,2022-06-27,1298,active,True,low,low,0.07692742986151509,11,33754.37,0
a5d7d113-b830-43da-ab62-4fc2ff314ee4,user0064@example.com,Megan,Gray,001-992-261-3826,1986-04-11,7795 Williams Shoal Apt. 996,Long Beach,CA,USA,19416,POL-000064,auto,2023-02-14,2024-02-14,2040.58,184530.25,2023-02-14,1066,active,True,medium,medium,0.19472263929045114,8,33164.97,1
bc0c583b-980a-4e7b-b754-644b664b7cbf,user0065@example.com,Tyler,Lawrence,001-471-410-7351x2896,1988-05-11,8243 Jesse Spur,Fresno,CA,USA,32201,POL-000065,health,2022-12-02,2024-12-01,26886.64,682767.82,2022-12-02,1140,active,True,medium,medium,0.17711663582918172,9,70385.28,2
d7323131-194a-4510-91c6-9810b623f25d,user0066@example.com,Douglas,Jensen,644.560.6069,1989-06-25,9523 Kim Lock,Austin,TX,USA,42852,POL-000066,auto,2021-04-18,2022-04-18,2166.89,182044.43,2021-04-18,1733,active,True,low,low,0.0555496087505843,3,5243.21,0
fb883b32-a2fb-420b-9f58-422b3e29e7ed,user0067@example.com,Carol,Davis,953.770.0644x88548,1964-04-09,804 Michael Inlet,Stockton,CA,USA,19266,POL-000067,auto,2024-12-05,2025-12-05,1714.59,98710.12,2024-12-05,406,active,True,medium,medium,0.1960402849271308,11,15929.05,2
19c0e149-da11-4a5c-b6ec-040478ead476,user0068@example.com,Adam,Wright,964.825.5078x688,1951-08-18,39221 Pam Orchard,New York,NY,USA,04981,POL-000068,health,2023-09-07,2024-09-06,16714.93,643413.48,2023-09-07,861,active,True,low,low,0.04464898373404566,7,27817.54,0
187e85f2-93cc-4f45-ba6c-7ffe8ba6b17f,user0069@example.com,Christopher,Novak,986-563-9928x79872,1997-12-19,2495 Thompson Viaduct,Indianapolis,IN,USA,15325,POL-000069,auto,2025-07-18,2026-07-18,1485.0,142959.2,2025-07-18,181,active,True,high,high,0.283266923790032,20,65797.83,6
33e96e9a-622d-4f58-b2b0-043116dcc66b,user0070@example.com,Elizabeth,Long,216-703-3288x8070,1954-08-06,87451 Sheila Drive,Houston,TX,USA,89774,POL-000070,auto,2023-05-29,2025-05-28,1711.35,168613.29,2023-05-29,962,active,True,low,low,0.02508596926557999,5,16815.08,1
ad353763-29f2-400b-9f56-6ba40a9acbde,user0071@example.com,Jacqueline,Goodwin,975-445-4164,1988-03-26,46627 Santos Brook,Tucson,AZ,USA,13303,POL-000071,auto,2021-10-31,2023-10-31,3272.3,137217.6,2021-10-31,1537,active,True,low,low,0.03239859109350232,2,659.34,1
ac4638ce-3d18-4e51-a59b-8fa84624d104,user0072@example.com,Richard,Becker,544.520.3607x854,1950-10-25,723 Raymond Station Apt. 601,Virginia Beach,VA,USA,34529,POL-000072,auto,2022-10-25,2023-10-25,5130.56,263668.76,2022-10-25,1178,active,True,low,low,0.06483416828237301,11,12074.45,0
a7c34392-2f18-4f14-b7d7-aa2354d8ab87,user0073@example.com,Tiffany,Hernandez,(967)214-8581,1955-08-03,196 Lynch Vista,Virginia Beach,VA,USA,63859,POL-000073,health,2022-09-18,2023-09-18,19561.31,664582.72,2022-09-18,1215,active,True,low,low,0.07758702718626288,5,74026.01,0
7e07a3b7-404c-421e-a67a-2db6471d6d7c,user0074@example.com,Anthony,Anderson,492-501-8285,1963-03-13,704 Karen Prairie,Kansas City,MO,USA,45126,POL-000074,health,2024-05-20,2026-05-20,16457.69,761917.18,2024-05-20,605,active,True,high,high,0.30391969327809154,16,102495.15,3
6ad9b863-641d-4c53-b603-8f90536d3a42,user0075@example.com,Brittney,Garcia,+1-355-611-6397,1984-12-05,5741 Melendez Hills,Seattle,WA,USA,74070,POL-000075,auto,2023-07-26,2025-07-25,1750.17,131526.51,2023-07-26,904,active,True,low,low,0.0755172916875893,6,8402.37,1
e624db5e-c114-4958-a3a1-694dfc4490df,user0076@example.com,Margaret,Aguilar,(362)459-1883,1967-06-18,736 Castillo Terrace Suite 434,Kansas City,MO,USA,26394,POL-000076,auto,2025-02-02,2026-02-02,4424.46,228640.59,2025-02-02,347,active,True,low,low,0.07823328024370975,11,14814.23,1
e25b3ae4-5909-47f5-b392-de63fd2b95fb,user0077@example.com,Matthew,Torres,587.229.6571x564,1998-06-18,48042 Ruiz Way,Austin,TX,USA,55388,POL-000077,home,2024-03-08,2026-03-08,2665.53,251669.67,2024-03-08,678,active,True,low,low,0.05016700651080083,8,14797.49,1
6ecd3e40-250b-4e00-ada3-8a13705b74a3,user0078@example.com,Courtney,Le,001-940-891-6573,1957-06-06,6225 Wheeler Bypass,Austin,TX,USA,29444,POL-000078,auto,2025-11-03,2026-11-03,3389.86,180457.72,2025-11-03,73,active,True,low,low,0.02050973471643257,6,6838.33,0
0e902310-ceac-4ace-b885-b5e3d8bac32d,user0079@example.com,Carol,Brown,001-814-601-5273x11722,2002-11-26,5690 Cynthia Pike Suite 293,Chandler,AZ,USA,28999,POL-000079,auto,2023-02-06,2024-02-06,1348.4,63233.98,2023-02-06,1074,active,True,medium,medium,0.1964140128382506,18,26737.32,4
a345fd7c-450d-459d-b034-afc3d70af92b,user0080@example.com,Cheryl,Mercer,974-922-9835x966,1996-04-11,3902 Ryan Estates,Henderson,NV,USA,97724,POL-000080,auto,2025-12-06,2026-12-06,2393.47,194234.03,2025-12-06,40,active,True,low,low,0.04137163660768277,5,6333.58,1
7b10e59d-3a65-4136-adf1-3ebddb12d8f5,user0081@example.com,Jessica,Young,800-332-9909x00647,2000-03-10,2787 Megan Squares Suite 540,Columbus,OH,USA,94138,POL-000081,auto,2022-07-17,2024-07-16,2858.06,155062.4,2022-07-17,1278,active,True,low,low,0.020351883673229678,9,14642.400000000001,0
722e625c-61ef-4aba-b551-7e83d1dcf3a0,user0082@example.com,Gregory,Wright,(597)692-0675x4939,2005-06-26,045 Jodi Skyway Apt. 528,Memphis,TN,USA,61948,POL-000082,auto,2025-08-22,2027-08-22,5395.61,226700.9,2025-08-22,146,active,True,high,high,0.2906025406452597,19,64998.28,9
68c4990b-16a1-4156-92a7-655f4a9621ed,user0083@example.com,Jeffrey,Bryant,781.533.0734,1986-07-11,23641 Elijah Trace,Austin,TX,USA,62845,POL-000083,health,2023-10-29,2025-10-28,32972.2,947715.03,2023-10-29,809,active,True,low,low,0.025197185651281644,5,23267.98,1
a71030b4-4b0d-45bb-bc5e-7798076bd8b5,user0084@example.com,Andrew,Hudson,(237)420-3350x516,1964-06-15,1071 Valentine Islands,Columbus,OH,USA,70535,POL-000084,home,2025-09-14,2027-09-14,1585.91,229489.03,2025-09-14,123,active,True,low,low,0.06743081645201886,2,1007.3499999999999,0
c0f5c5f8-073c-4c70-b914-bef16f7ad61e,user0085@example.com,Brian,Matthews,404-722-4564x119,1997-03-11,53807 Brenda Vista,Jacksonville,FL,USA,33199,POL-000085,home,2025-05-01,2027-05-01,4360.17,489727.12,2025-05-01,259,active,True,medium,medium,0.19272500343173854,13,65920.15,2
c5828b6b-09a0-4f1f-b4b9-2495ba9d45f3,user0086@example.com,Jessica,Blackwell,3537494197,1990-03-05,7166 Glenn Passage Apt. 463,Austin,TX,USA,02788,POL-000086,life,2025-02-23,2026-02-23,12571.8,948073.7,2025-02-23,326,active,True,medium,medium,0.19555709503056304,9,5679.43,2
